,Winner,Dog,Dog_Record,Winner_Odds,Fav_Record,percent,percent2,Fav_Games,Dog_Games,Fav_Odds,Fav,Sex,Winx
3727,Linda Fruhvirtova,Xin Yu Wang,73%,1.48,70%,0.7,0.7272727272727273,10,11,1.48,Linda Fruhvirtova,Womens,Fav
3728,Lorenzo Musetti,Lorenzo Musetti,41%,1.99,33%,0.3333333333333333,0.4117647058823529,12,17,1.83,David Goffin,Mens,Dog
3729,Jule Niemeier,Jule Niemeier,80%,2.25,30%,0.3,0.8,10,5,1.64,Sofia Kenin,Womens,Dog
3730,Daria Snigur,Daria Snigur,0%,9.87,82%,0.8181818181818182,0.0,11,5,1.06,Simona Halep,Womens,Dog
3731,Cristian Garin,Cristian Garin,30%,2.03,50%,0.5,0.3,10,10,1.79,Jiri Lehecka,Mens,Dog
3732,Dalma Galfi,Dalma Galfi,40%,2.83,42%,0.42105263157894735,0.4,19,5,1.44,Nuria Parrizas Diaz,Womens,Dog
3733,Daniel Elahi Galan,Daniel Elahi Galan,20%,12.66,83%,0.8333333333333334,0.2,18,5,1.04,Stefanos Tsitsipas,Mens,Dog
3734,Daniil Medvedev,Stefan Kozlov,40%,1.01,100%,1.0,0.4,12,5,1.01,Daniil Medvedev,Mens,Fav
3735,J J Wolf,J J Wolf,36%,4.21,79%,0.7894736842105263,0.36363636363636365,19,11,1.23,Roberto Bautista Agut,Mens,Dog
3736,Felix Auger Aliassime,Alexander Ritschard,43%,1.04,82%,0.8181818181818182,0.42857142857142855,11,7,1.04,Felix Auger Aliassime,Mens,Fav
3737,Harriet Dart,Harriet Dart,30%,5.68,76%,0.7619047619047619,0.3,21,10,1.14,Daria Kasatkina,Womens,Dog
3738,Hugo Grenier,Tomas Martin Etcheverry,60%,1.41,45%,0.45454545454545453,0.6,11,5,1.41,Hugo Grenier,Mens,Fav
3739,Casper Ruud,Kyle Edmund,60%,1.06,85%,0.8461538461538461,0.6,13,5,1.06,Casper Ruud,Mens,Fav
3740,Jack Draper,Jack Draper,56%,2.08,47%,0.47058823529411764,0.5555555555555556,34,9,1.76,Emil Ruusuvuori,Mens,Dog
3741,Jordan Thompson,Jordan Thompson,41%,2.55,60%,0.6,0.4117647058823529,15,17,1.52,Lorenzo Sonego,Mens,Dog
3742,Karen Khachanov,Denis Kudla,36%,1.16,78%,0.7777777777777778,0.35714285714285715,18,14,1.16,Karen Khachanov,Mens,Fav
3743,Emilio Nava,Emilio Nava,43%,3.29,50%,0.5,0.42857142857142855,10,14,1.34,John Millman,Mens,Dog
3744,Caroline Garcia,Kamilla Rakhimova,40%,1.14,64%,0.6363636363636364,0.4,11,5,1.14,Caroline Garcia,Womens,Fav
3745,Benjamin Bonzi,Ugo Humbert,25%,1.68,62%,0.6153846153846154,0.25,13,12,1.68,Benjamin Bonzi,Mens,Fav
3746,Camila Giorgi,Anna Bondar,20%,1.24,57%,0.5714285714285714,0.2,21,10,1.24,Camila Giorgi,Womens,Fav
3747,Ajla Tomljanovic,Karolina Muchova,67%,1.63,73%,0.7272727272727273,0.6666666666666666,11,6,1.63,Ajla Tomljanovic,Womens,Fav
3748,Alejandro Davidovich Fokina,Yoshihito Nishioka,46%,1.68,27%,0.2727272727272727,0.4583333333333333,22,24,1.68,Alejandro Davidovich Fokina,Mens,Fav
3749,Alejandro Tabilo,Kamil Majchrzak,44%,1.69,30%,0.3,0.4444444444444444,10,9,1.69,Alejandro Tabilo,Mens,Fav
3750,Alex De Minaur,Filip Krajinovic,22%,1.27,50%,0.5,0.2222222222222222,36,18,1.27,Alex De Minaur,Mens,Fav
3751,Alexander Bublik,Hugo Gaston,31%,1.37,47%,0.47058823529411764,0.3076923076923077,17,13,1.37,Alexander Bublik,Mens,Fav
3752,Andy Murray,Francisco Cerundolo,56%,1.71,44%,0.4375,0.5555555555555556,32,9,1.71,Andy Murray,Mens,Fav
3753,Camila Osorio,Ann Li,58%,1.76,36%,0.35714285714285715,0.5769230769230769,14,26,1.76,Camila Osorio,Womens,Fav
3754,Anna Karolina Schmiedlova,Anna Karolina Schmiedlova,60%,2.59,33%,0.3333333333333333,0.6,6,5,1.5,Nadia Podoroska,Womens,Dog
3755,Arthur Rinderknech,Quentin Halys,45%,1.47,67%,0.6666666666666666,0.45454545454545453,24,11,1.47,Arthur Rinderknech,Mens,Fav
3756,Barbora Krejcikova,Fernanda Contreras Gomez,60%,1.14,80%,0.8,0.6,10,5,1.14,Barbora Krejcikova,Womens,Fav
3757,Beatriz Haddad Maia,Ana Konjuh,54%,1.12,64%,0.6363636363636364,0.5384615384615384,11,13,1.12,Beatriz Haddad Maia,Womens,Fav
3758,Leylah Fernandez,Oceane Dodin,20%,1.19,60%,0.6,0.2,10,5,1.19,Leylah Fernandez,Womens,Fav
3759,Bianca Andreescu,Harmony Tan,25%,1.15,44%,0.4444444444444444,0.25,9,8,1.15,Bianca Andreescu,Womens,Fav
3760,Botic Van De Zandschulp,Tomas Machac,40%,1.44,77%,0.7692307692307693,0.4,13,5,1.44,Botic Van De Zandschulp,Mens,Fav
3761,Brandon Holt,Brandon Holt,40%,12.79,73%,0.7272727272727273,0.4,11,5,1.04,Taylor Fritz,Mens,Dog
3762,Anna Kalinskaya,Rebecca Peterson,44%,1.45,75%,0.75,0.4444444444444444,20,18,1.45,Anna Kalinskaya,Womens,Fav
3763,Maria Sakkari,Tatiana Maria,40%,1.2,70%,0.6956521739130435,0.4,23,5,1.2,Maria Sakkari,Womens,Fav
3764,Billy Harris,Billy Harris,33%,1.9,40%,0.4,0.3333333333333333,10,6,1.82,Yunseong Chung,Mens,Dog
3765,Charles Broom,Tristan Schoolkate,20%,1.66,40%,0.4,0.2,5,5,1.66,Charles Broom,Mens,Fav
3766,Dane Sweeny,Dane Sweeny,60%,1.99,55%,0.5454545454545454,0.6,11,5,1.74,Denis Yevseyev,Mens,Dog
3767,Evgeny Donskoy,Benjamin Lock,62%,1.47,90%,0.9,0.625,10,8,1.47,Evgeny Donskoy,Mens,Fav
3768,Sho Shimabukuro,Daniel Cukierman,40%,1.82,40%,0.4,0.4,10,5,1.82,Sho Shimabukuro,Mens,Fav
3769,Valentin Vacherot,Akira Santillan,60%,1.29,80%,0.8,0.6,10,5,1.29,Valentin Vacherot,Mens,Fav
3770,Yosuke Watanuki,Alibek Kachmazov,50%,1.33,45%,0.45454545454545453,0.5,11,6,1.33,Yosuke Watanuki,Mens,Fav
3771,Aleksandar Vukic,Aleksandar Vukic,54%,1.97,30%,0.3,0.5384615384615384,10,26,1.77,Laurent Lokoli,Mens,Dog
3772,Antoine Bellier,Nicolas Alvarez Varona,40%,1.73,36%,0.36363636363636365,0.4,11,5,1.73,Antoine Bellier,Mens,Fav
3773,Jay Clarke,Jay Clarke,20%,2.79,55%,0.5454545454545454,0.2,11,5,1.4,Gregoire Barrere,Mens,Dog
3774,Madison Keys,Dayana Yastremska,30%,1.13,69%,0.6875,0.3,16,20,1.13,Madison Keys,Womens,Fav
3775,Alexandar Lazarov,Alexandar Lazarov,60%,2.08,83%,0.8333333333333334,0.6,6,5,1.67,Alberto Barroso Campos,Mens,Dog
3776,Marek Gengel,Marek Gengel,40%,3.63,56%,0.5555555555555556,0.4,9,5,1.25,Lukas Rosol,Mens,Dog
3777,Evan Furness,Evan Furness,62%,2.03,50%,0.5,0.625,14,8,1.74,Kacper Zuk,Mens,Dog
3778,Xiyu Wang,Diane Parry,43%,1.75,50%,0.5,0.42857142857142855,10,7,1.75,Xiyu Wang,Womens,Fav
3779,Yibing Wu,Nikoloz Basilashvili,60%,1.29,100%,1.0,0.6,10,5,1.29,Yibing Wu,Mens,Fav
3780,Marton Fucsovics,Marton Fucsovics,38%,3.37,50%,0.5,0.375,16,24,1.33,Maxime Cressy,Mens,Dog
3781,Maryna Zanevska,Maryna Zanevska,43%,2.52,50%,0.5,0.42857142857142855,12,7,1.53,Coco Vandeweghe,Womens,Dog
3782,Matteo Berrettini,Nicolas Jarry,60%,1.14,58%,0.5833333333333334,0.6,12,5,1.14,Matteo Berrettini,Mens,Fav
3783,Nuno Borges,Nuno Borges,64%,2.97,67%,0.6666666666666666,0.6428571428571429,12,14,1.4,Ben Shelton,Mens,Dog
3784,Ons Jabeur,Madison Brengle,33%,1.13,72%,0.72,0.3333333333333333,25,12,1.13,Ons Jabeur,Womens,Fav
3785,Rebecca Marino,Magdalena Frech,80%,1.7,45%,0.45454545454545453,0.8,11,15,1.7,Rebecca Marino,Womens,Fav
3786,Nick Kyrgios,Thanasi Kokkinakis,62%,1.19,79%,0.7857142857142857,0.6153846153846154,14,13,1.19,Nick Kyrgios,Mens,Fav
3787,Shelby Rogers,Arantxa Rus,33%,1.16,58%,0.5833333333333334,0.3333333333333333,12,9,1.16,Shelby Rogers,Womens,Fav
3788,Thiago Monteiro,Thiago Monteiro,36%,2.46,50%,0.5,0.36363636363636365,10,11,1.55,Alex Molcan,Mens,Dog
3789,Tim Van Rijthoven,Tim Van Rijthoven,47%,2.44,40%,0.4,0.4666666666666667,10,15,1.56,Zhizhen Zhang,Mens,Dog
3790,Tommy Paul,Bernabe Zapata Miralles,33%,1.12,67%,0.6666666666666666,0.3333333333333333,27,6,1.12,Tommy Paul,Mens,Fav
3791,Veronika Kudermetova,Donna Vekic,42%,1.28,72%,0.7222222222222222,0.4166666666666667,18,12,1.28,Veronika Kudermetova,Womens,Fav
3792,Sebastian Korda,Facundo Bagnis,17%,1.11,53%,0.5333333333333333,0.16666666666666666,15,12,1.11,Sebastian Korda,Mens,Fav
3793,Viktoria Kuzmova,Viktoria Kuzmova,40%,3.46,69%,0.6923076923076923,0.4,13,5,1.31,Sara Sorribes Tormo,Womens,Dog
3794,Arthur Cazaux,Arthur Cazaux,40%,2.01,67%,0.6666666666666666,0.4,6,5,1.72,Yuta Shimizu,Mens,Dog
3795,Omar Jasika,Prajnesh Gunneswaran,80%,1.65,50%,0.5,0.8,10,5,1.65,Omar Jasika,Mens,Fav
3796,Yunseong Chung,Timo Legout,60%,1.64,60%,0.6,0.6,10,5,1.64,Yunseong Chung,Mens,Fav
3797,Gabriel Diallo,Gabriel Diallo,80%,2.78,90%,0.9,0.8,10,5,1.41,Juncheng Shang,Mens,Dog
3798,Adrian Mannarino,Laslo Djere,56%,1.48,55%,0.5454545454545454,0.5555555555555556,22,18,1.48,Adrian Mannarino,Mens,Fav
3799,Arthur Cazaux,Kyrian Jacquet,20%,1.82,50%,0.5,0.2,8,5,1.82,Arthur Cazaux,Mens,Fav
3800,Dominik Palan,Dominik Palan,40%,1.9,40%,0.4,0.4,10,5,1.79,Gage Brymer,Mens,Dog
3801,Beibit Zhukayev,Naoki Nakagawa,40%,1.61,44%,0.4444444444444444,0.4,9,5,1.61,Beibit Zhukayev,Mens,Fav
3802,Timo Legout,Timo Legout,40%,1.85,50%,0.5,0.4,10,5,1.83,Denis Istomin,Mens,Dog
3803,Yunseong Chung,Dayne Kelly,83%,1.64,60%,0.6,0.8333333333333334,10,6,1.64,Yunseong Chung,Mens,Fav
3804,Daria Kasatkina,Daria Saville,50%,1.34,73%,0.7272727272727273,0.5,22,10,1.34,Daria Kasatkina,Womens,Fav
3805,Gabriel Diallo,Gabriel Diallo,60%,2.04,60%,0.6,0.6,10,5,1.74,Hiroki Moriya,Mens,Dog
3806,Juncheng Shang,Aidan Mayo,60%,1.22,90%,0.9,0.6,10,5,1.22,Juncheng Shang,Mens,Fav
3807,Liudmila Samsonova,Aliaksandra Sasnovich,61%,1.45,56%,0.56,0.6129032258064516,25,31,1.45,Liudmila Samsonova,Womens,Fav
3808,Nicolas Jarry,Dennis Novak,73%,1.8,67%,0.6666666666666666,0.7272727272727273,6,11,1.8,Nicolas Jarry,Mens,Fav
3809,Zhizhen Zhang,Zizou Bergs,33%,1.66,40%,0.4,0.3333333333333333,10,12,1.66,Zhizhen Zhang,Mens,Fav
3810,Yibing Wu,Yibing Wu,100%,2.12,90%,0.9,1.0,10,7,1.68,Corentin Moutet,Mens,Dog
3811,Tomas Machac,Flavio Cobolli,38%,1.32,44%,0.4375,0.375,16,8,1.32,Tomas Machac,Mens,Fav
3812,Ashlyn Krueger,Lesley Pattinama Kerkhove,80%,1.8,36%,0.36363636363636365,0.8,11,5,1.8,Ashlyn Krueger,Womens,Fav
3813,Pavel Kotov,Fernando Verdasco,50%,1.64,45%,0.45454545454545453,0.5,11,10,1.64,Pavel Kotov,Mens,Fav
3814,Nuno Borges,Francesco Maestrelli,67%,1.64,67%,0.6666666666666666,0.6666666666666666,15,6,1.64,Nuno Borges,Mens,Fav
3815,Norbert Gombos,Norbert Gombos,27%,1.99,60%,0.6,0.2727272727272727,15,11,1.77,Hugo Grenier,Mens,Dog
3816,Laslo Djere,Laslo Djere,62%,2.16,60%,0.6,0.625,10,16,1.69,Marc Andrea Huesler,Mens,Dog
3817,Facundo Bagnis,Andreas Seppi,50%,1.78,60%,0.6,0.5,10,18,1.78,Facundo Bagnis,Mens,Fav
3818,Enzo Couacaud,Geoffrey Blancaneaux,40%,1.4,47%,0.47368421052631576,0.4,19,5,1.4,Enzo Couacaud,Mens,Fav
3819,Daniel Elahi Galan,Matteo Arnaldi,40%,1.34,50%,0.5,0.4,10,5,1.34,Daniel Elahi Galan,Mens,Fav
3820,Christopher Eubanks,Raul Brancaccio,60%,1.32,69%,0.6875,0.6,16,5,1.32,Christopher Eubanks,Mens,Fav
3821,Brandon Holt,Dimitar Kuzmanov,17%,1.66,40%,0.4,0.16666666666666666,10,6,1.66,Brandon Holt,Mens,Fav
3822,Alexander Ritschard,Franco Agamenone,50%,1.64,60%,0.6,0.5,10,8,1.64,Alexander Ritschard,Mens,Fav
3823,Adrian Mannarino,Adrian Mannarino,43%,2.58,61%,0.6086956521739131,0.42857142857142855,23,21,1.5,Botic Van De Zandschulp,Mens,Dog
3824,Catherine Harrison,Catherine Harrison,60%,2.75,71%,0.7142857142857143,0.6,7,5,1.43,Eva Lys,Womens,Dog
3825,Gijs Brouwer,Paul Jubb,40%,1.67,20%,0.2,0.4,15,5,1.67,Gijs Brouwer,Mens,Fav
3826,Clara Burel,Clara Burel,43%,2.13,47%,0.4666666666666667,0.42857142857142855,15,7,1.67,Misaki Doi,Womens,Dog
3827,Daria Snigur,Daria Snigur,40%,2.1,57%,0.5714285714285714,0.4,14,5,1.69,Nao Hibino,Womens,Dog
3828,Cristina Bucsa,Sachia Vickery,20%,1.62,70%,0.7,0.2,10,5,1.62,Cristina Bucsa,Womens,Fav
3829,Liudmila Samsonova,Bernarda Pera,31%,1.62,56%,0.5555555555555556,0.3076923076923077,27,13,1.62,Liudmila Samsonova,Womens,Fav
3830,Aliaksandra Sasnovich,Aliaksandra Sasnovich,57%,1.94,38%,0.375,0.5714285714285714,24,28,1.87,Alize Cornet,Womens,Dog
3831,Juncheng Shang,Jordan Thompson,60%,1.76,50%,0.5,0.6,10,5,1.76,Juncheng Shang,Mens,Fav
3832,Hiroki Moriya,Hiroki Moriya,0%,4.83,70%,0.7,0.0,10,13,1.17,Ugo Humbert,Mens,Dog
3833,Aidan Mayo,Aidan Mayo,60%,2.28,70%,0.7,0.6,10,5,1.59,Nicolas Mejia,Mens,Dog
3834,Daria Kasatkina,Diane Parry,20%,1.18,71%,0.7142857142857143,0.2,21,5,1.18,Daria Kasatkina,Womens,Fav
3835,Valentin Vacherot,Yasutaka Uchiyama,67%,1.73,67%,0.6666666666666666,0.6666666666666666,9,6,1.73,Valentin Vacherot,Mens,Fav
3836,Gabriel Diallo,Aziz Dougaz,40%,1.51,57%,0.5714285714285714,0.4,7,5,1.51,Gabriel Diallo,Mens,Fav
3837,Viktoria Kuzmova,Viktoria Kuzmova,56%,2.32,50%,0.5,0.5555555555555556,10,9,1.57,Viktoriya Tomova,Womens,Dog
3838,Linda Noskova,Anastasia Zakharova,50%,1.46,83%,0.8333333333333334,0.5,6,6,1.46,Linda Noskova,Womens,Fav
3839,Linda Fruhvirtova,Chloe Paquet,62%,1.39,60%,0.6,0.625,10,8,1.39,Linda Fruhvirtova,Womens,Fav
3840,Fernanda Contreras Gomez,Tamara Korpatsch,80%,1.62,50%,0.5,0.8,8,5,1.62,Fernanda Contreras Gomez,Womens,Fav
3841,Erika Andreeva,Erika Andreeva,60%,2.13,36%,0.36363636363636365,0.6,11,5,1.67,Kamilla Rakhimova,Womens,Dog
3842,Viktorija Golubic,Astra Sharma,42%,1.42,50%,0.5,0.4166666666666667,12,12,1.42,Viktorija Golubic,Womens,Fav
3843,Elina Avanesyan,Moyuka Uchijima,60%,1.85,80%,0.8,0.6,5,5,1.85,Elina Avanesyan,Womens,Fav
3844,Tamara Korpatsch,Tamara Korpatsch,60%,2.91,58%,0.5833333333333334,0.6,12,5,1.38,Kateryna Baindl,Womens,Dog
3845,Nao Hibino,Nao Hibino,20%,3.83,69%,0.6923076923076923,0.2,13,10,1.25,Qiang Wang,Womens,Dog
3846,Sachia Vickery,Sachia Vickery,20%,2.93,64%,0.6363636363636364,0.2,11,5,1.37,Lin Zhu,Womens,Dog
3847,Andreas Seppi,Andreas Seppi,56%,2.4,72%,0.7222222222222222,0.5555555555555556,18,18,1.54,Vasek Pospisil,Mens,Dog
3848,Whitney Osuigwe,Whitney Osuigwe,0%,3.78,38%,0.375,0.0,8,5,1.25,Mirjam Bjorklund,Womens,Dog
3849,Alexander Ritschard,Zachary Svajda,17%,1.65,36%,0.36363636363636365,0.16666666666666666,11,6,1.65,Alexander Ritschard,Mens,Fav
3850,Brandon Holt,Brandon Holt,40%,2.23,71%,0.7142857142857143,0.4,14,5,1.61,Emilio Gomez,Mens,Dog
3851,Christopher Eubanks,Gregoire Barrere,41%,1.6,77%,0.7692307692307693,0.4117647058823529,13,17,1.6,Christopher Eubanks,Mens,Fav
3852,Daniel Elahi Galan,Max Purcell,27%,1.86,40%,0.4,0.2727272727272727,10,11,1.86,Daniel Elahi Galan,Mens,Fav
3853,Dennis Novak,Dalibor Svrcina,40%,1.43,54%,0.5384615384615384,0.4,13,5,1.43,Dennis Novak,Mens,Fav
3854,Viktorija Golubic,Kimberly Birrell,40%,1.39,54%,0.5384615384615384,0.4,13,5,1.39,Viktorija Golubic,Womens,Fav
3855,Clara Burel,Arianne Hartono,67%,1.66,55%,0.5454545454545454,0.6666666666666666,11,6,1.66,Clara Burel,Womens,Fav
3856,Dimitar Kuzmanov,Dimitar Kuzmanov,50%,2.48,69%,0.6896551724137931,0.5,29,6,1.5,Liam Broady,Mens,Dog
3857,Adrian Mannarino,Adrian Mannarino,40%,2.41,59%,0.5882352941176471,0.4,17,25,1.56,Maxime Cressy,Mens,Dog
3858,Botic Van De Zandschulp,Benjamin Bonzi,31%,1.49,52%,0.5185185185185185,0.3076923076923077,27,13,1.49,Botic Van De Zandschulp,Mens,Fav
3859,Laslo Djere,Laslo Djere,56%,2.07,60%,0.6,0.5625,15,16,1.74,Richard Gasquet,Mens,Dog
3860,Marc Andrea Huesler,Marc Andrea Huesler,80%,3.13,73%,0.7272727272727273,0.8,11,5,1.35,Jack Draper,Mens,Dog
3861,Anastasia Zakharova,Anastasia Zakharova,50%,3.21,60%,0.6,0.5,10,6,1.32,Katrina Scott,Womens,Dog
3862,Ashlyn Krueger,Ashlyn Krueger,40%,2.86,90%,0.9,0.4,10,5,1.4,Katie Boulter,Womens,Dog
3863,Astra Sharma,Reka Luca Jani,60%,1.58,50%,0.5,0.6,10,5,1.58,Astra Sharma,Womens,Fav
3864,Catherine Harrison,Lizette Cabrera,60%,1.45,50%,0.5,0.6,10,5,1.45,Catherine Harrison,Womens,Fav
3865,Chloe Paquet,Chloe Paquet,67%,2.45,20%,0.2,0.6666666666666666,10,6,1.52,Anna Blinkova,Womens,Dog
3866,Erika Andreeva,Rebeka Masarova,50%,1.74,60%,0.6,0.5,5,6,1.74,Erika Andreeva,Womens,Fav
3867,Fernanda Contreras Gomez,Fernanda Contreras Gomez,40%,4.64,50%,0.5,0.4,10,5,1.18,Ana Bogdan,Womens,Dog
3868,Heather Watson,Vitalia Diatchenko,57%,1.36,54%,0.5384615384615384,0.5714285714285714,13,7,1.36,Heather Watson,Womens,Fav
3869,Enzo Couacaud,Enzo Couacaud,44%,2.08,18%,0.18181818181818182,0.4375,11,16,1.71,Jan Lennard Struff,Mens,Dog
3870,Valentin Vacherot,Kyrian Jacquet,40%,1.43,62%,0.625,0.4,8,5,1.43,Valentin Vacherot,Mens,Fav
3871,Yasutaka Uchiyama,Omar Jasika,60%,1.63,70%,0.7,0.6,10,5,1.63,Yasutaka Uchiyama,Mens,Fav
3872,Daria Kasatkina,Nuria Parrizas Diaz,12%,1.22,63%,0.6296296296296297,0.125,27,8,1.22,Daria Kasatkina,Womens,Fav
3873,Daria Saville,Xiyu Wang,40%,1.65,64%,0.6428571428571429,0.4,14,5,1.65,Daria Saville,Womens,Fav
3874,Diane Parry,Tatiana Maria,60%,1.84,40%,0.4,0.6,10,5,1.84,Diane Parry,Womens,Fav
3875,Marta Kostyuk,Rebecca Marino,55%,1.75,77%,0.7692307692307693,0.5454545454545454,13,11,1.75,Marta Kostyuk,Womens,Fav
3876,Aziz Dougaz,Omni Kumar,40%,1.44,30%,0.3,0.4,10,5,1.44,Aziz Dougaz,Mens,Fav
3877,Gabriel Diallo,Gabriel Diallo,40%,2.03,70%,0.7,0.4,10,5,1.73,Cedrik Marcel Stebe,Mens,Dog
3878,Hiroki Moriya,Hiroki Moriya,71%,1.94,30%,0.3,0.7142857142857143,10,7,1.79,Strong Kirchheimer,Mens,Dog
3879,Nicolas Mejia,Maxime Janvier,0%,1.81,43%,0.42857142857142855,0.0,14,5,1.81,Nicolas Mejia,Mens,Fav
3880,Ugo Humbert,Hady Habib,20%,1.09,70%,0.7,0.2,10,5,1.09,Ugo Humbert,Mens,Fav
3881,Aliaksandra Sasnovich,Madison Brengle,38%,1.54,64%,0.6363636363636364,0.375,33,16,1.54,Aliaksandra Sasnovich,Womens,Fav
3882,Alize Cornet,Shuai Zhang,39%,1.81,35%,0.34782608695652173,0.39285714285714285,23,28,1.81,Alize Cornet,Womens,Fav
3883,Bernarda Pera,Sofia Kenin,20%,1.44,73%,0.7272727272727273,0.2,11,10,1.44,Bernarda Pera,Womens,Fav
3884,Liudmila Samsonova,Magda Linette,42%,1.55,58%,0.5769230769230769,0.4166666666666667,26,24,1.55,Liudmila Samsonova,Womens,Fav
3885,Facundo Bagnis,Kaichi Uchida,40%,1.5,42%,0.4166666666666667,0.4,12,5,1.5,Facundo Bagnis,Mens,Fav
3886,Dane Sweeny,Dane Sweeny,60%,1.96,60%,0.6,0.6,10,5,1.79,Alibek Kachmazov,Mens,Dog
3887,Zizou Bergs,Yuki Bhambri,40%,1.45,80%,0.8,0.4,10,5,1.45,Zizou Bergs,Mens,Fav
3888,Yibing Wu,Stefano Travaglia,57%,1.17,100%,1.0,0.5714285714285714,10,7,1.17,Yibing Wu,Mens,Fav
3889,Fernando Verdasco,Mikhail Kukushkin,47%,1.54,53%,0.5333333333333333,0.4666666666666667,15,15,1.54,Fernando Verdasco,Mens,Fav
3890,Zhizhen Zhang,Andrea Collarini,40%,1.13,30%,0.3,0.4,10,5,1.13,Zhizhen Zhang,Mens,Fav
3891,Francesco Maestrelli,Francesco Maestrelli,60%,2.21,36%,0.36363636363636365,0.6,11,5,1.63,Daniel Masur,Mens,Dog
3892,Franco Agamenone,Roberto Marcora,17%,1.28,64%,0.6363636363636364,0.16666666666666666,11,6,1.28,Franco Agamenone,Mens,Fav
3893,Geoffrey Blancaneaux,Geoffrey Blancaneaux,0%,3.69,55%,0.55,0.0,20,6,1.25,Constant Lestienne,Mens,Dog
3894,Gijs Brouwer,Facundo Mena,40%,1.31,30%,0.3,0.4,10,5,1.31,Gijs Brouwer,Mens,Fav
3895,Jesper De Jong,Jesper De Jong,50%,2.04,46%,0.46153846153846156,0.5,13,6,1.74,Altug Celikbilek,Mens,Dog
3896,Matteo Arnaldi,Matteo Arnaldi,20%,1.96,43%,0.42857142857142855,0.2,14,5,1.79,Gilles Simon,Mens,Dog
3897,Maximilian Marterer,Carlos Taberner,60%,1.57,55%,0.5454545454545454,0.6,11,5,1.57,Maximilian Marterer,Mens,Fav
3898,Nicolas Jarry,Bjorn Fratangelo,33%,1.47,60%,0.6,0.3333333333333333,5,9,1.47,Nicolas Jarry,Mens,Fav
3899,Tomas Machac,Jozef Kovalik,29%,1.21,67%,0.6666666666666666,0.2857142857142857,18,7,1.21,Tomas Machac,Mens,Fav
3900,Raul Brancaccio,Mats Moraing,50%,1.77,40%,0.4,0.5,10,12,1.77,Raul Brancaccio,Mens,Fav
3901,Norbert Gombos,Dmitry Popko,29%,1.39,70%,0.7,0.2857142857142857,10,7,1.39,Norbert Gombos,Mens,Fav
3902,Nuno Borges,Govind Nanda,20%,1.44,69%,0.6923076923076923,0.2,13,5,1.44,Nuno Borges,Mens,Fav
3903,Paul Jubb,Antoine Bellier,57%,1.51,40%,0.4,0.5714285714285714,10,7,1.51,Paul Jubb,Mens,Fav
3904,Max Purcell,Nikola Milojevic,67%,1.43,53%,0.5333333333333333,0.6666666666666666,15,6,1.43,Max Purcell,Mens,Fav
3905,Mikhail Kukushkin,Nicolas Kicker,20%,1.31,70%,0.7,0.2,10,5,1.31,Mikhail Kukushkin,Mens,Fav
3906,Matteo Arnaldi,Matteo Arnaldi,0%,2.67,50%,0.5,0.0,12,5,1.45,Ryan Peniston,Mens,Dog
3907,Tomas Machac,Zdenek Kolar,17%,1.15,38%,0.38461538461538464,0.16666666666666666,13,6,1.15,Tomas Machac,Mens,Fav
3908,Nuno Borges,Alex Rybakov,80%,1.34,73%,0.7272727272727273,0.8,11,5,1.34,Nuno Borges,Mens,Fav
3909,Zhizhen Zhang,Marco Trungelliti,80%,1.54,20%,0.2,0.8,10,5,1.54,Zhizhen Zhang,Mens,Fav
3910,Zizou Bergs,Renzo Olivo,20%,1.44,42%,0.4166666666666667,0.2,12,5,1.44,Zizou Bergs,Mens,Fav
3911,Ashlyn Krueger,Renata Zarazua,60%,1.32,20%,0.2,0.6,10,5,1.32,Ashlyn Krueger,Womens,Fav
3912,Yuki Bhambri,Yuki Bhambri,40%,4.43,70%,0.7,0.4,10,5,1.19,Radu Albot,Mens,Dog
3913,Botic Van De Zandschulp,Jaume Munar,11%,1.53,54%,0.5416666666666666,0.1111111111111111,24,9,1.53,Botic Van De Zandschulp,Mens,Fav
3914,Gilles Simon,Gilles Simon,30%,1.92,47%,0.4666666666666667,0.3,15,10,1.82,Michael Mmoh,Mens,Dog
3915,Adrian Mannarino,Albert Ramos Vinolas,60%,1.73,38%,0.375,0.6,24,5,1.73,Adrian Mannarino,Mens,Fav
3916,Benjamin Bonzi,Thiago Monteiro,50%,1.52,41%,0.4117647058823529,0.5,17,12,1.52,Benjamin Bonzi,Mens,Fav
3917,Laslo Djere,Laslo Djere,38%,2.56,30%,0.3,0.375,10,8,1.5,Jason Kubler,Mens,Dog
3918,Marc Andrea Huesler,Marc Andrea Huesler,50%,3.42,68%,0.6842105263157895,0.5,19,6,1.31,Ilya Ivashka,Mens,Dog
3919,Maxime Cressy,Lorenzo Sonego,44%,1.58,53%,0.5294117647058824,0.4375,17,16,1.58,Maxime Cressy,Mens,Fav
3920,Richard Gasquet,Richard Gasquet,64%,1.93,53%,0.5263157894736842,0.6428571428571429,19,14,1.85,Steve Johnson,Mens,Dog
3921,Andreas Seppi,Filip Horansky,44%,1.48,45%,0.45454545454545453,0.4444444444444444,11,9,1.48,Andreas Seppi,Mens,Fav
3922,Govind Nanda,Andrea Arnaboldi,67%,1.51,27%,0.2727272727272727,0.6666666666666666,11,6,1.51,Govind Nanda,Mens,Fav
3923,Daniel Masur,Daniel Masur,38%,2.5,77%,0.7692307692307693,0.38461538461538464,13,13,1.5,Elias Ymer,Mens,Dog
