,Winner,Dog,Dog_Record,Winner_Odds,Fav_Record,percent,percent2,Fav_Games,Dog_Games,Fav_Odds,Fav,Sex,Winx
391,Dalibor Svrcina,Dalibor Svrcina,33%,2.65,64%,0.6363636363636364,0.3333333333333333,11,6,1.48,Jaume Munar,Mens,Dog
392,Jason Kubler,Sebastian Baez,17%,1.33,42%,0.4166666666666667,0.16666666666666666,12,12,1.33,Jason Kubler,Mens,Fav
393,Jiri Lehecka,Jiri Lehecka,47%,3.19,46%,0.46153846153846156,0.4666666666666667,13,15,1.35,Borna Coric,Mens,Dog
394,Taro Daniel,Ernesto Escobedo,40%,1.56,67%,0.6666666666666666,0.4,12,10,1.56,Taro Daniel,Mens,Fav
395,Rafael Nadal,Jack Draper,53%,1.38,68%,0.68,0.5294117647058824,25,17,1.38,Rafael Nadal,Mens,Fav
396,Frances Tiafoe,Daniel Altmaier,0%,1.1,70%,0.696969696969697,0.0,33,7,1.1,Frances Tiafoe,Mens,Fav
397,Marton Fucsovics,Federico Coria,23%,1.15,40%,0.4,0.23076923076923078,30,13,1.15,Marton Fucsovics,Mens,Fav
398,Evgeny Donskoy,Henri Squire,50%,1.57,92%,0.9166666666666666,0.5,12,8,1.57,Evgeny Donskoy,Mens,Fav
399,Kateryna Baindl,Kamilla Rakhimova,32%,1.89,46%,0.46153846153846156,0.3157894736842105,13,19,1.89,Kateryna Baindl,Womens,Fav
400,Dominik Palan,Dominik Palan,20%,2.32,50%,0.5,0.2,10,5,1.54,Vladyslav Orlov,Mens,Dog
401,Anna Bondar,Anna Bondar,27%,3.01,42%,0.4166666666666667,0.26666666666666666,12,15,1.39,Ana Bogdan,Womens,Dog
402,Qinwen Zheng,Dalma Galfi,22%,1.11,74%,0.7368421052631579,0.2222222222222222,19,9,1.11,Qinwen Zheng,Womens,Fav
403,Aliaksandra Sasnovich,Brenda Fruhvirtova,60%,1.42,77%,0.7692307692307693,0.6,13,5,1.42,Aliaksandra Sasnovich,Womens,Fav
404,Jelena Ostapenko,Dayana Yastremska,27%,1.41,76%,0.7647058823529411,0.2727272727272727,17,22,1.41,Jelena Ostapenko,Womens,Fav
405,Victoria Azarenka,Sofia Kenin,22%,1.44,80%,0.8,0.2222222222222222,10,18,1.44,Victoria Azarenka,Womens,Fav
406,Anhelina Kalinina,Coco Vandeweghe,43%,1.35,86%,0.8571428571428571,0.42857142857142855,14,7,1.35,Anhelina Kalinina,Womens,Fav
407,Karolina Muchova,Lesia Tsurenko,56%,1.65,50%,0.5,0.5555555555555556,12,18,1.65,Karolina Muchova,Womens,Fav
408,Petra Kvitova,Alison Van Uytvanck,11%,1.24,65%,0.6470588235294118,0.1111111111111111,34,9,1.24,Petra Kvitova,Womens,Fav
409,Barbora Krejcikova,Sara Bejlek,80%,1.2,70%,0.7,0.8,10,5,1.2,Barbora Krejcikova,Womens,Fav
410,Bernarda Pera,Moyuka Uchijima,20%,1.25,45%,0.45454545454545453,0.2,11,5,1.25,Bernarda Pera,Womens,Fav
411,Cori Gauff,Katerina Siniakova,41%,1.27,60%,0.5952380952380952,0.4090909090909091,42,22,1.27,Cori Gauff,Womens,Fav
412,Emma Raducanu,Tamara Korpatsch,33%,1.16,57%,0.5652173913043478,0.3333333333333333,23,6,1.16,Emma Raducanu,Womens,Fav
413,Bianca Andreescu,Marie Bouzkova,45%,1.74,47%,0.47058823529411764,0.45161290322580644,17,31,1.74,Bianca Andreescu,Womens,Fav
414,Marta Kostyuk,Marta Kostyuk,41%,1.96,58%,0.5769230769230769,0.4117647058823529,26,34,1.85,Amanda Anisimova,Womens,Dog
415,Danielle Collins,Anna Kalinskaya,54%,1.41,72%,0.7241379310344828,0.5384615384615384,29,26,1.41,Danielle Collins,Womens,Fav
416,Diana Shnaider,Kristina Kucova,38%,1.23,62%,0.625,0.38461538461538464,8,13,1.23,Diana Shnaider,Womens,Fav
417,Shintaro Mochizuki,Keegan Smith,80%,1.67,50%,0.5,0.8,10,5,1.67,Shintaro Mochizuki,Mens,Fav
418,Camila Osorio,Panna Udvardy,0%,1.41,41%,0.4117647058823529,0.0,17,5,1.41,Camila Osorio,Womens,Fav
419,Jessica Pegula,Jaqueline Adina Cristian,0%,1.06,91%,0.9090909090909091,0.0,11,6,1.06,Jessica Pegula,Womens,Fav
420,Nadia Podoroska,Leolia Jeanjean,60%,1.9,30%,0.3,0.6,10,5,1.9,Nadia Podoroska,Womens,Fav
421,Arthur Cazaux,Federico Gaio,36%,1.19,82%,0.8181818181818182,0.35714285714285715,11,14,1.19,Arthur Cazaux,Mens,Fav
422,Caty Mcnally,Laura Pigossi,0%,1.16,55%,0.55,0.0,20,6,1.16,Caty Mcnally,Womens,Fav
423,Stuart Parker,Makoto Ochi,20%,1.32,80%,0.8,0.2,10,5,1.32,Stuart Parker,Mens,Fav
424,Lucas Gerch,Jay Clarke,58%,1.72,50%,0.5,0.5833333333333334,10,12,1.72,Lucas Gerch,Mens,Fav
425,Lorenzo Giustino,Alibek Kachmazov,83%,1.72,50%,0.5,0.8333333333333334,10,6,1.72,Lorenzo Giustino,Mens,Fav
426,Mate Valkusz,Daniel Merida Aguilar,40%,1.3,33%,0.3333333333333333,0.4,6,5,1.3,Mate Valkusz,Mens,Fav
427,Ulises Blanch,Ulises Blanch,50%,2.17,30%,0.3,0.5,10,8,1.61,Hamad Medjedovic,Mens,Dog
428,Ulises Blanch,Giovanni Mpetshi Perricard,80%,1.67,45%,0.45454545454545453,0.8,11,5,1.67,Ulises Blanch,Mens,Fav
429,Madison Keys,Anna Blinkova,50%,1.23,65%,0.6470588235294118,0.5,34,12,1.23,Madison Keys,Womens,Fav
430,Iga Swiatek,Jule Niemeier,25%,1.07,85%,0.85,0.25,40,8,1.07,Iga Swiatek,Womens,Fav
431,Elena Rybakina,Elisabetta Cocciaretto,64%,1.35,54%,0.5434782608695652,0.6363636363636364,46,11,1.35,Elena Rybakina,Womens,Fav
432,Kaja Juvan,Selena Janicijevic,80%,1.37,50%,0.5,0.8,10,5,1.37,Kaja Juvan,Womens,Fav
433,Lin Zhu,Lin Zhu,50%,2.2,52%,0.5217391304347826,0.5,23,16,1.68,Rebecca Marino,Womens,Dog
434,Lucas Gerch,Yannick Mertens,20%,1.29,50%,0.5,0.2,10,5,1.29,Lucas Gerch,Mens,Fav
435,Belen Teichmann Jil,Harriet Dart,30%,1.51,20%,0.2,0.30434782608695654,10,23,1.51,Belen Teichmann Jil,Womens,Fav
436,Ernests Gulbis,Gabriel Decamps,55%,1.7,25%,0.25,0.5454545454545454,12,11,1.7,Ernests Gulbis,Mens,Fav
437,Christian Harrison,Christian Harrison,80%,2.03,40%,0.4,0.8,10,5,1.7,Steven Diez,Mens,Dog
438,Lorenzo Giustino,Lorenzo Giustino,60%,2.22,17%,0.16666666666666666,0.6,12,5,1.59,Maxime Janvier,Mens,Dog
439,Alibek Kachmazov,Aziz Dougaz,40%,1.57,60%,0.6,0.4,10,5,1.57,Alibek Kachmazov,Mens,Fav
440,Viktor Durasovic,Viktor Durasovic,40%,2.28,36%,0.36363636363636365,0.4,11,5,1.56,Maximilian Neuchrist,Mens,Dog
441,Mate Valkusz,Evgeny Karlovskiy,50%,1.5,20%,0.2,0.5,5,8,1.5,Mate Valkusz,Mens,Fav
442,Giovanni Mpetshi Perricard,Giovanni Mpetshi Perricard,60%,1.96,50%,0.5,0.6,10,5,1.75,Bu Yunchaokete,Mens,Dog
443,Giovanni Fonio,Sung Nam Ji,40%,1.54,62%,0.625,0.4,8,5,1.54,Giovanni Fonio,Mens,Fav
444,Henri Squire,Akira Santillan,20%,1.38,80%,0.8,0.2,10,5,1.38,Henri Squire,Mens,Fav
445,Keegan Smith,Keegan Smith,57%,1.85,50%,0.5,0.5714285714285714,10,7,1.84,Giovanni Oradini,Mens,Dog
446,Dominik Palan,Dominik Palan,17%,3.0,80%,0.8,0.16666666666666666,10,6,1.34,Valentin Royer,Mens,Dog
447,Arthur Cazaux,Jason Jung,67%,1.45,79%,0.7857142857142857,0.6666666666666666,14,6,1.45,Arthur Cazaux,Mens,Fav
448,Lauren Davis,Elisabetta Cocciaretto,60%,1.85,48%,0.48,0.6,25,10,1.85,Lauren Davis,Womens,Fav
449,Belinda Bencic,Daria Kasatkina,47%,1.54,54%,0.5384615384615384,0.47368421052631576,26,38,1.54,Belinda Bencic,Womens,Fav
450,Arthur Fils,Arthur Fils,67%,2.4,100%,1.0,0.6666666666666666,11,12,1.53,Joris De Loore,Mens,Dog
451,Richard Gasquet,Richard Gasquet,35%,3.85,76%,0.7647058823529411,0.35294117647058826,51,17,1.27,Cameron Norrie,Mens,Dog
452,Soon Woo Kwon,Soon Woo Kwon,44%,2.59,69%,0.6923076923076923,0.4375,26,32,1.51,Roberto Bautista Agut,Mens,Dog
453,Arthur Cazaux,Arthur Cazaux,57%,2.88,90%,0.9,0.5714285714285714,10,7,1.39,Lloyd Harris,Mens,Dog
454,Elisabetta Cocciaretto,Elisabetta Cocciaretto,100%,2.49,36%,0.36363636363636365,1.0,22,5,1.54,Sofia Kenin,Womens,Dog
455,Lauren Davis,Anna Blinkova,54%,1.78,43%,0.43478260869565216,0.5384615384615384,23,26,1.78,Lauren Davis,Womens,Fav
456,Daria Kasatkina,Daria Kasatkina,46%,2.06,62%,0.6190476190476191,0.4594594594594595,42,37,1.79,Paula Badosa,Womens,Dog
457,Joris De Loore,Pierre Hugues Herbert,55%,1.55,83%,0.8333333333333334,0.5454545454545454,12,11,1.55,Joris De Loore,Mens,Fav
458,Arthur Fils,Arthur Fils,57%,1.98,77%,0.7692307692307693,0.5714285714285714,13,7,1.78,Ricardas Berankis,Mens,Dog
459,Belinda Bencic,Veronika Kudermetova,53%,1.71,54%,0.5384615384615384,0.5348837209302325,26,43,1.71,Belinda Bencic,Womens,Fav
460,Cameron Norrie,Jenson Brooksby,58%,1.36,64%,0.6417910447761194,0.5757575757575758,67,33,1.36,Cameron Norrie,Mens,Fav
461,Arthur Cazaux,Arthur Cazaux,40%,2.31,73%,0.7272727272727273,0.4,11,5,1.57,Dennis Novak,Mens,Dog
462,Roberto Bautista Agut,Thanasi Kokkinakis,56%,1.85,67%,0.6666666666666666,0.5555555555555556,12,18,1.85,Roberto Bautista Agut,Mens,Fav
463,Lloyd Harris,Jason Jung,62%,1.22,90%,0.9,0.625,10,16,1.22,Lloyd Harris,Mens,Fav
464,Richard Gasquet,Constant Lestienne,53%,1.48,50%,0.5,0.5294117647058824,26,17,1.48,Richard Gasquet,Mens,Fav
465,Soon Woo Kwon,Soon Woo Kwon,43%,3.13,77%,0.7692307692307693,0.42857142857142855,13,35,1.37,Jack Draper,Mens,Dog
466,Juncheng Shang,Juncheng Shang,67%,2.09,75%,0.75,0.6666666666666666,12,9,1.7,Zsombor Piros,Mens,Dog
467,Dino Prizmic,Sebastian Fanselow,40%,1.18,88%,0.875,0.4,8,5,1.18,Dino Prizmic,Mens,Fav
468,Joris De Loore,Raphael Collignon,60%,1.55,90%,0.9,0.6,10,5,1.55,Joris De Loore,Mens,Fav
469,Nicolas Jarry,Emilio Nava,47%,1.72,70%,0.7,0.47368421052631576,10,19,1.72,Nicolas Jarry,Mens,Fav
470,Yosuke Watanuki,Juan Pablo Varillas,40%,1.3,53%,0.5333333333333333,0.4,15,5,1.3,Yosuke Watanuki,Mens,Fav
471,Ernesto Escobedo,Ernesto Escobedo,50%,2.87,80%,0.8,0.5,10,16,1.4,Pavel Kotov,Mens,Dog
472,Aleksandar Vukic,Aleksandar Vukic,53%,2.08,28%,0.2777777777777778,0.5263157894736842,18,19,1.71,Michael Mmoh,Mens,Dog
473,Enzo Couacaud,Enzo Couacaud,48%,2.45,59%,0.5882352941176471,0.4782608695652174,17,23,1.52,Dominic Stricker,Mens,Dog
474,Yannick Hanfmann,Peter Gojowczyk,38%,1.44,70%,0.7,0.375,10,16,1.44,Yannick Hanfmann,Mens,Fav
475,Oleksii Krutykh,Oleksii Krutykh,40%,2.54,62%,0.625,0.4,24,5,1.49,Denis Kudla,Mens,Dog
476,Arthur Fils,Maximilian Neuchrist,67%,1.6,64%,0.6363636363636364,0.6666666666666666,11,6,1.6,Arthur Fils,Mens,Fav
477,Jan Lennard Struff,Tristan Schoolkate,60%,1.23,58%,0.5833333333333334,0.6,12,5,1.23,Jan Lennard Struff,Mens,Fav
478,Joris De Loore,Lorenzo Giustino,40%,1.21,90%,0.9,0.4,10,5,1.21,Joris De Loore,Mens,Fav
479,Lloyd Harris,Daniel Michalski,40%,1.11,82%,0.8181818181818182,0.4,11,5,1.11,Lloyd Harris,Mens,Fav
480,Pierre Hugues Herbert,Pedro Sousa,40%,1.39,50%,0.5,0.4,12,5,1.39,Pierre Hugues Herbert,Mens,Fav
481,Arthur Cazaux,Tennys Sandgren,71%,1.54,70%,0.7,0.7142857142857143,10,7,1.54,Arthur Cazaux,Mens,Fav
482,Dennis Novak,Marek Gengel,0%,1.26,50%,0.5,0.0,10,7,1.26,Dennis Novak,Mens,Fav
483,Jason Jung,Jason Jung,33%,2.06,80%,0.8,0.3333333333333333,10,6,1.72,Evgeny Donskoy,Mens,Dog
484,Cameron Norrie,Marcos Giron,42%,1.3,73%,0.7307692307692307,0.41935483870967744,52,31,1.3,Cameron Norrie,Mens,Fav
485,Jenson Brooksby,Quentin Halys,56%,1.86,69%,0.6923076923076923,0.5555555555555556,39,18,1.86,Jenson Brooksby,Mens,Fav
486,Richard Gasquet,Richard Gasquet,46%,2.25,30%,0.2962962962962963,0.46153846153846156,27,26,1.65,David Goffin,Mens,Dog
487,Constant Lestienne,Constant Lestienne,50%,2.19,54%,0.5384615384615384,0.5,26,16,1.69,Laslo Djere,Mens,Dog
488,Soon Woo Kwon,Soon Woo Kwon,57%,2.17,66%,0.6571428571428571,0.5714285714285714,35,35,1.69,Mikael Ymer,Mens,Dog
489,Roberto Bautista Agut,Alejandro Davidovich Fokina,25%,1.65,60%,0.6,0.25,40,28,1.65,Roberto Bautista Agut,Mens,Fav
490,Thanasi Kokkinakis,Miomir Kecmanovic,59%,1.64,53%,0.5294117647058824,0.5882352941176471,17,17,1.64,Thanasi Kokkinakis,Mens,Fav
491,Laurent Lokoli,Laurent Lokoli,45%,2.15,60%,0.6,0.45454545454545453,10,11,1.66,Sebastian Ofner,Mens,Dog
492,Ricardas Berankis,Ricardas Berankis,80%,1.95,88%,0.875,0.8,8,5,1.79,Dino Prizmic,Mens,Dog
493,Mattia Bellucci,Luciano Darderi,60%,1.33,82%,0.8181818181818182,0.6,11,5,1.33,Mattia Bellucci,Mens,Fav
494,Jack Draper,Jack Draper,50%,1.93,56%,0.5576923076923077,0.5,52,18,1.87,Karen Khachanov,Mens,Dog
495,Zizou Bergs,Zizou Bergs,67%,2.03,50%,0.5,0.6666666666666666,10,15,1.74,Adrian Andreev,Mens,Dog
496,Cristina Bucsa,Nao Hibino,36%,1.65,67%,0.6666666666666666,0.36363636363636365,18,22,1.65,Cristina Bucsa,Womens,Fav
497,Lesia Tsurenko,Leolia Jeanjean,80%,1.25,44%,0.4444444444444444,0.8,18,5,1.25,Lesia Tsurenko,Womens,Fav
498,Arianne Hartono,Laura Pigossi,40%,1.72,40%,0.4,0.4,10,5,1.72,Arianne Hartono,Womens,Fav
499,Oksana Selekhmeteva,Sophie Chang,60%,1.29,70%,0.7,0.6,10,5,1.29,Oksana Selekhmeteva,Womens,Fav
500,Katie Volynets,Kristina Mladenovic,35%,1.62,64%,0.6363636363636364,0.35294117647058826,11,17,1.62,Katie Volynets,Womens,Fav
501,Clara Burel,Clara Burel,62%,2.01,70%,0.7,0.625,10,8,1.76,Olga Danilovic,Womens,Dog
502,Coco Vandeweghe,Yuriko Miyazaki,83%,1.34,73%,0.7272727272727273,0.8333333333333334,11,6,1.34,Coco Vandeweghe,Womens,Fav
503,Lucrezia Stefanini,Lucrezia Stefanini,62%,1.99,20%,0.2,0.625,10,8,1.77,Sachia Vickery,Womens,Dog
504,Sara Bejlek,Sara Bejlek,100%,2.24,60%,0.6,1.0,10,5,1.61,Erika Andreeva,Womens,Dog
505,Diana Shnaider,Anastasia Tikhonova,60%,1.3,57%,0.5714285714285714,0.6,7,5,1.3,Diana Shnaider,Womens,Fav
506,Anna Karolina Schmiedlova,Elizabeth Mandlik,20%,1.65,36%,0.36363636363636365,0.2,11,5,1.65,Anna Karolina Schmiedlova,Womens,Fav
507,Katherine Sebov,Katherine Sebov,40%,1.9,57%,0.5714285714285714,0.4,7,5,1.86,Simona Waltert,Womens,Dog
508,Brandon Holt,Brandon Holt,60%,1.98,70%,0.7,0.6,10,5,1.78,Marco Trungelliti,Mens,Dog
509,Max Purcell,Matteo Arnaldi,42%,1.86,39%,0.3888888888888889,0.4166666666666667,18,12,1.86,Max Purcell,Mens,Fav
510,Hsiou Hsu Yu,Hsiou Hsu Yu,80%,2.13,62%,0.6153846153846154,0.8,13,5,1.68,Alexandre Muller,Mens,Dog
511,Belinda Bencic,Caroline Garcia,56%,1.68,48%,0.4782608695652174,0.5588235294117647,23,34,1.68,Belinda Bencic,Womens,Fav
512,Veronika Kudermetova,Danielle Collins,65%,1.81,50%,0.5,0.6538461538461539,44,26,1.81,Veronika Kudermetova,Womens,Fav
513,Dalibor Svrcina,Dalibor Svrcina,44%,3.88,75%,0.75,0.4444444444444444,12,9,1.24,Leandro Riedi,Mens,Dog
514,Daria Kasatkina,Daria Kasatkina,46%,2.13,58%,0.5757575757575758,0.4594594594594595,33,37,1.72,Petra Kvitova,Womens,Dog
515,Lauren Davis,Xin Yu Wang,45%,1.57,53%,0.5333333333333333,0.45454545454545453,15,22,1.57,Lauren Davis,Womens,Fav
516,Anna Blinkova,Anna Blinkova,59%,2.04,52%,0.5238095238095238,0.5909090909090909,21,22,1.77,Yulia Putintseva,Womens,Dog
517,Sofia Kenin,Sofia Kenin,30%,2.06,70%,0.7,0.3,10,20,1.75,Anhelina Kalinina,Womens,Dog
518,Paula Badosa,Beatriz Haddad Maia,46%,1.7,60%,0.6046511627906976,0.46153846153846156,43,26,1.7,Paula Badosa,Womens,Fav
519,Elisabetta Cocciaretto,Bernarda Pera,35%,1.77,64%,0.6363636363636364,0.35,11,20,1.77,Elisabetta Cocciaretto,Womens,Fav
520,Laurent Lokoli,Li Tu,50%,1.65,40%,0.4,0.5,10,8,1.65,Laurent Lokoli,Mens,Fav
521,Ernesto Escobedo,Rio Noguchi,60%,1.52,64%,0.6363636363636364,0.6,22,5,1.52,Ernesto Escobedo,Mens,Fav
522,Leandro Riedi,Giulio Zeppieri,0%,1.19,70%,0.7,0.0,10,5,1.19,Leandro Riedi,Mens,Fav
523,Adrian Andreev,Adrian Andreev,40%,2.1,60%,0.6,0.4,30,5,1.69,Jurij Rodionov,Mens,Dog
524,Mattia Bellucci,Francesco Passaro,60%,1.58,80%,0.8,0.6,10,5,1.58,Mattia Bellucci,Mens,Fav
525,Oleksii Krutykh,Gianluca Mager,33%,1.59,36%,0.36363636363636365,0.3333333333333333,11,6,1.59,Oleksii Krutykh,Mens,Fav
526,Dalibor Svrcina,Dalibor Svrcina,67%,1.93,50%,0.5,0.6666666666666666,10,6,1.82,Nicolas Kicker,Mens,Dog
527,Marco Trungelliti,Marco Trungelliti,67%,2.53,67%,0.6666666666666666,0.6666666666666666,12,6,1.5,Marc Polmans,Mens,Dog
528,Alexandre Muller,Alexandre Muller,44%,2.5,59%,0.5882352941176471,0.4444444444444444,17,9,1.5,Hugo Gaston,Mens,Dog
529,Brandon Holt,Gastao Elias,62%,1.32,60%,0.6,0.625,10,8,1.32,Brandon Holt,Mens,Fav
530,Max Purcell,Damir Dzumhur,67%,1.66,53%,0.5263157894736842,0.6666666666666666,19,12,1.66,Max Purcell,Mens,Fav
531,Hsiou Hsu Yu,Hsiou Hsu Yu,67%,2.45,58%,0.5833333333333334,0.6666666666666666,12,6,1.52,Elias Ymer,Mens,Dog
532,Caroline Garcia,Katerina Siniakova,40%,1.33,56%,0.5581395348837209,0.4,43,20,1.33,Caroline Garcia,Womens,Fav
533,Veronika Kudermetova,Ekaterina Alexandrova,55%,1.5,49%,0.4888888888888889,0.55,45,20,1.5,Veronika Kudermetova,Womens,Fav
534,Pavel Kotov,Henri Laaksonen,50%,1.57,55%,0.55,0.5,20,24,1.57,Pavel Kotov,Mens,Fav
535,Paula Badosa,Kaia Kanepi,42%,1.49,61%,0.6136363636363636,0.42105263157894735,44,19,1.49,Paula Badosa,Womens,Fav
536,Matteo Arnaldi,Alex Bolt,20%,1.42,45%,0.45454545454545453,0.2,11,5,1.42,Matteo Arnaldi,Mens,Fav
537,Aleksandar Vukic,Thiago Agustin Tirante,40%,1.28,58%,0.5757575757575758,0.4,33,5,1.28,Aleksandar Vukic,Mens,Fav
538,Jan Lennard Struff,Emilio Gomez,73%,1.32,37%,0.3684210526315789,0.7272727272727273,19,22,1.32,Jan Lennard Struff,Mens,Fav
539,Sebastian Ofner,Sebastian Ofner,50%,2.51,83%,0.8333333333333334,0.5,12,6,1.5,Alejandro Tabilo,Mens,Dog
540,Daria Kasatkina,Daria Kasatkina,50%,2.11,59%,0.5925925925925926,0.5,27,40,1.73,Barbora Krejcikova,Womens,Dog
541,Sebastian Fanselow,Sebastian Fanselow,38%,2.62,50%,0.5,0.375,10,8,1.45,Harold Mayot,Mens,Dog
542,Joris De Loore,Hamad Medjedovic,20%,1.47,73%,0.7272727272727273,0.2,11,5,1.47,Joris De Loore,Mens,Fav
543,Raphael Collignon,Valentin Vacherot,67%,1.65,44%,0.4444444444444444,0.6666666666666666,9,6,1.65,Raphael Collignon,Mens,Fav
544,Cem Ilkel,Joao Domingues,20%,1.27,67%,0.6666666666666666,0.2,12,5,1.27,Cem Ilkel,Mens,Fav
545,Juncheng Shang,Fernando Verdasco,50%,1.76,47%,0.4666666666666667,0.5,15,14,1.76,Juncheng Shang,Mens,Fav
546,Zsombor Piros,Andrea Pellegrino,25%,1.52,60%,0.6,0.25,15,8,1.52,Zsombor Piros,Mens,Fav
547,Denis Kudla,Carlos Taberner,60%,1.39,55%,0.55,0.6,20,5,1.39,Denis Kudla,Mens,Fav
548,Juan Pablo Varillas,Juan Pablo Varillas,40%,2.08,25%,0.25,0.4,12,5,1.72,Alexis Galarneau,Mens,Dog
549,Yosuke Watanuki,Mikhail Kukushkin,52%,1.6,61%,0.6111111111111112,0.52,18,25,1.6,Yosuke Watanuki,Mens,Fav
550,Nicolas Jarry,Timofey Skatov,40%,1.57,55%,0.5454545454545454,0.4,11,5,1.57,Nicolas Jarry,Mens,Fav
551,Dominic Stricker,Mitchell Krueger,33%,1.31,54%,0.5384615384615384,0.3333333333333333,13,24,1.31,Dominic Stricker,Mens,Fav
552,Peter Gojowczyk,Adam Walton,40%,1.65,75%,0.75,0.4,12,5,1.65,Peter Gojowczyk,Mens,Fav
553,Emilio Nava,Yuichi Sugita,43%,1.2,90%,0.9,0.42857142857142855,10,7,1.2,Emilio Nava,Mens,Fav
554,Yannick Hanfmann,Facundo Diaz Acosta,40%,1.65,67%,0.6666666666666666,0.4,12,5,1.65,Yannick Hanfmann,Mens,Fav
555,Michael Mmoh,Benoit Paire,38%,1.4,47%,0.47058823529411764,0.375,17,16,1.4,Michael Mmoh,Mens,Fav
556,Enzo Couacaud,Bradley Klahn,20%,1.41,100%,1.0,0.2,10,5,1.41,Enzo Couacaud,Mens,Fav
557,Tristan Schoolkate,Tristan Schoolkate,40%,2.62,30%,0.3,0.4,10,5,1.46,Raul Brancaccio,Mens,Dog
558,Beatriz Haddad Maia,Amanda Anisimova,41%,1.81,48%,0.4827586206896552,0.4074074074074074,29,27,1.81,Beatriz Haddad Maia,Womens,Fav
559,Danielle Collins,Belen Teichmann Jil,25%,1.37,66%,0.65625,0.25,32,8,1.37,Danielle Collins,Womens,Fav
560,Lucrezia Stefanini,Lucrezia Stefanini,10%,4.91,64%,0.6363636363636364,0.1,11,10,1.17,Rebeka Masarova,Womens,Dog
561,Sachia Vickery,Sachia Vickery,17%,2.61,90%,0.9,0.16666666666666666,10,6,1.46,Magdalena Frech,Womens,Dog
562,Anna Burrage Jodie,Barbora Palicova,60%,1.56,50%,0.5,0.6,10,5,1.56,Anna Burrage Jodie,Womens,Fav
563,Lorenzo Giustino,Lorenzo Giustino,17%,2.02,64%,0.6363636363636364,0.16666666666666666,11,6,1.73,Jay Clarke,Mens,Dog
564,Oksana Selekhmeteva,Oksana Selekhmeteva,50%,2.59,75%,0.75,0.5,12,6,1.47,Ann Li,Womens,Dog
565,Yuriko Miyazaki,Yuriko Miyazaki,80%,2.17,40%,0.4,0.8,5,5,1.65,Jeong Jang Su,Womens,Dog
566,Katie Volynets,Nigina Abduraimova,20%,1.47,70%,0.7,0.2,10,5,1.47,Katie Volynets,Womens,Fav
567,Eva Lys,Alexandra Ignatik,60%,1.41,60%,0.6,0.6,10,5,1.41,Eva Lys,Womens,Fav
568,Nao Hibino,Mirjam Bjorklund,43%,1.69,57%,0.5714285714285714,0.42857142857142855,21,7,1.69,Nao Hibino,Womens,Fav
569,Elizabeth Mandlik,Elizabeth Mandlik,33%,2.02,45%,0.45454545454545453,0.3333333333333333,11,6,1.75,Mai Hontama,Womens,Dog
570,Lesia Tsurenko,Aliona Bolsova,50%,1.27,58%,0.5833333333333334,0.5,12,8,1.27,Lesia Tsurenko,Womens,Fav
571,Cristina Bucsa,Ashlyn Krueger,50%,1.69,64%,0.6363636363636364,0.5,11,6,1.69,Cristina Bucsa,Womens,Fav
572,Leolia Jeanjean,Kayla Day,80%,1.72,62%,0.625,0.8,8,5,1.72,Leolia Jeanjean,Womens,Fav
573,Laura Pigossi,Laura Pigossi,40%,2.34,44%,0.4375,0.4,16,5,1.56,Misaki Doi,Womens,Dog
574,Anna Karolina Schmiedlova,Jessika Ponchet,45%,1.68,60%,0.6,0.45454545454545453,10,11,1.68,Anna Karolina Schmiedlova,Womens,Fav
575,Belinda Bencic,Anna Kalinskaya,58%,1.36,64%,0.6363636363636364,0.5769230769230769,33,26,1.36,Belinda Bencic,Womens,Fav
576,Simona Waltert,Astra Sharma,50%,1.72,50%,0.5,0.5,6,12,1.72,Simona Waltert,Womens,Fav
577,Olga Danilovic,Despina Papamichail,45%,1.28,70%,0.7,0.45454545454545453,10,11,1.28,Olga Danilovic,Womens,Fav
578,Petra Kvitova,Qinwen Zheng,58%,1.62,58%,0.5789473684210527,0.5789473684210527,38,19,1.62,Petra Kvitova,Womens,Fav
579,Yulia Putintseva,Nuria Parrizas Diaz,37%,1.58,50%,0.5,0.37037037037037035,18,27,1.58,Yulia Putintseva,Womens,Fav
580,Xin Yu Wang,Xin Yu Wang,40%,2.23,57%,0.5652173913043478,0.4,23,20,1.65,Alison Van Uytvanck,Womens,Dog
581,Anna Blinkova,Anna Blinkova,54%,3.1,59%,0.5862068965517241,0.5384615384615384,29,13,1.37,Marie Bouzkova,Womens,Dog
582,Sofia Kenin,Maryna Zanevska,86%,1.65,29%,0.29411764705882354,0.8571428571428571,17,7,1.65,Sofia Kenin,Womens,Fav
583,Lauren Davis,Ysaline Bonaventure,67%,1.55,50%,0.5,0.6666666666666666,14,15,1.55,Lauren Davis,Womens,Fav
584,Anhelina Kalinina,Tatiana Maria,25%,1.19,67%,0.6666666666666666,0.25,27,8,1.19,Anhelina Kalinina,Womens,Fav
585,Elisabetta Cocciaretto,Jasmine Paolini,53%,1.81,60%,0.6,0.53125,10,32,1.81,Elisabetta Cocciaretto,Womens,Fav
586,Clara Burel,Carol Zhao,0%,1.21,71%,0.7142857142857143,0.0,14,5,1.21,Clara Burel,Womens,Fav
587,Bernarda Pera,Laura Siegemund,22%,1.46,55%,0.5454545454545454,0.2222222222222222,11,9,1.46,Bernarda Pera,Womens,Fav
